Username,Name,PostDate,TweetText,ReplyCount,RetweetCount,LikeCount,Views
@jimmy18251167,jimmy,13 May 2022,@Dermot32195329 and and @dalevon_digital ,,,,
@2MYF1RST,nia,13 May 2022,cant decide on whether i want to wait for the iphone 14 or to just buy the 13 pro now ,,,,
@phackbitra,Pabitra barik,12 May 2022,@elonmusk ,,,,
@Erry_Chu,Erry,11 May 2022,"What mobile device are you using on Genshin Impact? 
I’m asking cause I want to  buy a new mobile device whether that be a phone or tablet I had iPhone 8 Plus before and it run genshin smoothly But I just don’t know if it’s worth it when it’ll probably last 1-2 years? #genshintwt ",,,,
@OfficialRasho,Rashogulla,11 May 2022,This is the same amount i want to  buy  iphone 13pro max ,1,,4,
@reiquime,Kier,11 May 2022,I want to  buy  iPhone so that I can use apps that can only be used in ios but there's ton of apps I'm going to miss out if I leave android like my manga app which is an apk only and I have to kill my warranty for iPhone if I want manga app... ,,,,
@gabinwins,chun,11 May 2022,sana manalo na me please gusto ko mag ipon i want to  buy  iphone xr :( ,,,,
@Chaituroy6,Chaituroy,11 May 2022,@Apple ,,,,
@spyython,Sarthak,11 May 2022,"i want to  buy an iPhone and record everything, ",,,,
@TachaTool,TACHA,10 May 2022,@Symply_Tacha and and @ShroudedNFT ,,,,
@MpumeleloLwana,Mntu Womlambo,10 May 2022,@mphomohadi ,2,,1,
@KarisAhove,Karis Ahove,10 May 2022,"I want to  buy an iPhone for better quality YouTube videos by the end of this year.
God, from my mouth to your ears o ",,,,
@hihi32978061,………,10 May 2022,@AmazonHelp ,1,,,
@LigtheUp,Lol,9 May 2022,@desmondtweett and and @desmondtalker_ ,1,,,
@stanostan_,stanostan,9 May 2022,@elonmusk ,,,,
@emilairel,emizday,9 May 2022,"the second most hard thing to say to my parent other than ""I'm gay"" is "" i want to  buy this new phone and I've been collecting my own money, i will pay 100% with it, no add from any of u guys, I've been surveying and found the greatest deal, & it's n iphone ""

Boom, parent exploded ",,,,
@_bunnykook97_,𝑺𝒖𝒈𝒂 𝑫𝒂𝒚,9 May 2022,I watch new iPhone and iPad unboxing since yesterday. It makes me so excited and feel like I want to  buy it now but the realization hit me because I don’t have money yet to buy that ,,,,
@popdramatic,Helena Aneleh,9 May 2022,"I want to  buy an mp3 player. I know this is a weird thing to do in 2022 and I already own an iPhone with more than enough storage, but mp3 players are small and light and I don't want to worry about the device breaking or getting dirty if I'm doing something physical. ",,,,
@CiceksevenHakan,hakan çiçekseven,9 May 2022,@sailorufo ,,,,
@Michealkash,KASH•™,8 May 2022,I want to  buy an iphone any plug? ,,,,
@CDBambo,BamboX,8 May 2022,@JohnRockerEGLD and and @DeadRareNFT ,2,,1,
@EzinneGoddes,Alien ware,8 May 2022,@bod_republic ,5,1,15,
@khattyaalu,momo,8 May 2022,"I want to  buy  iPhone used one konsa wala lena chahiyd sur rates 
bata dein please ",,,,
@funkeolotu_,Funke,7 May 2022,I don’t know if I want to  buy the iPhone 13 now or wait for 14 to be out. I want to wait but it’s September so I’m confused ,,,,
@charlesbakerr_,The Charles Bakerr,7 May 2022,"Things I want to  buy with Sportybet Money on Monday 

1. 58 Inch Television 
2. Onyx Speaker
3. iPhone 13 Pro
4. Mac Book pro 2019 or 2020
5. Some New Kicks 
Dear Sportybet please be nice ",,,,
@sabrinaangellie,Sabrina,6 May 2022,@kdbaby4real ,,,3,
@pretty_goddess9,IG :@PaintedbyPunky,6 May 2022,But I want to  buy a smaller iPhone my hands be hurting sooo bad ,,,,
@Annabel07068173,Annabel1,5 May 2022,Hello are you right here in London I want to  buy  iphone 13mini from you if is still available for sale reply me amd ler talk ,,,,
@CheesFragrances,Your favorite fragrance girl.,5 May 2022,"Me: Momsy I want to  buy  iPhone Mother: More power to you.

Lmaoo I need your money ma ",,,,
@HARDIK_B_,Hardik,5 May 2022,@ishanagarwal24 ,,,,
@Abdelrahman5T,Abd El Rahman Mohamed,5 May 2022,"1- It’s expensive for me.
2- It isn’t customizable as much as Android.

But if I had the money, I would buy it. Because I want to try the feeling of having an iPhone . ",,,,
@Kristyann39,IamKristy,5 May 2022,@William33676011 @jeff_swarens and and @magatalker ,,,2,
@Unnati_twts,Unnati,4 May 2022,"When I was in my first year, I had always a dream to buy an iPhone , when I used to talk to my mentor, that I want to do an internship in order to buy an iPhone  He replied me with only one line: Everything comes at the right time, focus on technical skills. 

The time proved it ",,,,
@RBenzeneD,Benzene,4 May 2022,@TheVaibhavShrma and and @TechQuotesDaily ,1,,,
@baijorge,Senior Jefe Bai,4 May 2022,@KeeganCorbin @woonomic and 11 others ,1,,,
@Wondavibes,Elon Jobs,3 May 2022,Why would I want to  buy a full screen iPhone without Face ID? It’s one heck of a feature. ,,,,
@ayodelejmuyiwa,Jayclef AJM,3 May 2022,@coogerofficial @anthokneeoh and and @dammiedammie35 ,1,,13,
@838cals,noeI,2 May 2022,i want to  buy samsung phone after watching kdrama EVERY FUCKING TIME LIKE??? looks so cool but i’m so used to child-like iphone interface ,,,,
@Mobola_Romzy,Mobola,2 May 2022,@mbachidi3 ,,,,
@Mfumo_B,Bamuza,2 May 2022,Ke kopa R27 600 I want to  buy an iPhone 13 Pro Max 256GB Sierra Blue ,,,,
@VishalMalvi_,Vishal,2 May 2022,"Me: Dad I want to  buy an iPhone .

Dad: You have an iPhone & Android phone. so why do you want to buy a new one?

Me: I am an iOS developer so I'll test my apps in the new one.

Dad: Last time you gave the same reason ,use your old iPhone don't need to buy a new one.

Me: Ok ",,,,
@Gucci_snake0,Gucci snake,2 May 2022,@dabz_global ,,,1,
@444afc444,uni,2 May 2022,i want to  buy a puffer case but they don’t have a iphone 12 mini size available ,,,,
@SSSSS7MMMMM,silent observer,2 May 2022,@idefender14 and and @sondesix ,,,,
@notisabel100,isabel,2 May 2022,now why tf do i want to  buy another iphone  ,,,,
@KitaArtGoddess,𝔑𝔦𝔨𝔦𝔱𝔞 𝔇𝔦𝔞𝔪𝔬𝔫𝔡,1 May 2022,"Decided I want to keep my iPhone for another year before I get a new one. 

I’ll buy a second hand upgraded model after that. ",,,,
@diIfseung,sunoo rizz,29 Apr 2022,SAME THAT IS BASICALLY THE MAIN REASON WHY I WANT TO  BUY  IPHONE ,,,,
@Maryam08018926,Mar’yam,29 Apr 2022,@xnood @honourableowo and 2 others ,1,,1,
@YugamjainVlogs,Yugam Jain Vlogs,29 Apr 2022,@Apple ,1,,,
@Sur_D_,ꪑꪖ᥊,29 Apr 2022,@drew_mo10 and and @jolas_world ,1,2,9,
@Teemah_Brand,Fabrics _Beddings in Lagos,29 Apr 2022,I want to  buy  iphone . Budget is 30k ,,,,
@sh_viks,Vikas Sharma,28 Apr 2022,: I want to  buy  iPhone   : ,,,3,
@makakaseni,Engineering Doctor,28 Apr 2022,@Nyaaaaatiiiii @aubrey_chihota and and @Awkwafina_dty2 ,,,,
@imPchandra,Prateek Chandra,28 Apr 2022,I want to be so rich that when I buy an iPhone I don't care to buy it's cover and tempered glass. ,,,,
@ro_gat,RoGat,28 Apr 2022,I want to get an Occulus that has Starlink internet tethered to it by an iPhone that I used PayPal to buy and got delivered by Amazon then put it on Twitter after a Google search using my Surface Pro. After which I would make a salad. ,,,,
@MauriceKlimek,Mariusz Klimek,27 Apr 2022,"A #mustread ! I have to say it: ""Start with WHY"" by @simonsinek is the best Apple ad I have ever seen, even better than Steve Jobs' biography. Not only did I learn a lot. I want to  buy a Mac so much! and an iPhone ... ",,,,
@xlove_delilahx,Syd,26 Apr 2022,@ThatGirlAly_ ,2,,1,
@ih_abubakar,IH ABUBAKAR,26 Apr 2022,Dear @elonmusk give me some money I want to  buy tesla and iPhone 13 pro ,,,,
@tladyellelight,Elle Light INFLUENCER MANAGER,26 Apr 2022,@BolajiBillionss ,1,,,
@ErosAims,Aims,26 Apr 2022,"i broke my phone an amount thats causing m to buy a new phone, i want to get an iphone but my dad wants me to have a samsung, can yall tell me perks of having an iphone ? ",,,,
@NicoleMCFC,Nicole,25 Apr 2022,"@O2 Hi, I’ve come to the end of my contract. How do I move over to sim only deal. I want to  buy my next iPhone outright, but I’m not ready to do so yet? ",,,,
@apoorv925,Apoorv Saxena,25 Apr 2022,"Give me some money guys I want to  buy an iPhone and macbook immediately..
Please give me some amount. ",,,,
@ShadiahNagawa03,Shadiah Nagawa,25 Apr 2022,So for how long did you save to buy that iphone ? I want to get inspired too ,,,,
@meh_lisah,Meliberry,25 Apr 2022,@SS_Ekpene and and @Xzeecool ,1,,,
@ganeshan_iyer,Ganeshan,25 Apr 2022,Elon Musk wants to buy Twitter I want to  buy an iPhone ,,,,
@bhishek_gis,Abhishek,25 Apr 2022,"@HDFC_Bank  @HDFCBank_Cares have you guys completely forgot about me? I own a #HDFC Credit Card for past 3 years, made all the payments before time. When will you increase my limit ? I want to  buy an #iPhone  , but can't cause card doesn't have the limit. ",,,,
@Universall_O,Orlando,25 Apr 2022,"There's this iphone 12 on poshmark for 400 with a good imei check i want to  buy for my mom, but i'm afraid of it being reported stolen after buying it since people like to scam ",,,,
@ChrisWhite209,C.W.,24 Apr 2022,I want to  buy a new iPhone but these pieces of glass are $1100 ,,,,
@EbosieVictor,Ebosie Victor,24 Apr 2022,@Naija_PR ,1,,,
@dstecknowledge,DSTK,24 Apr 2022,"If someone is planning to buy a 3rd gen iPhone SE 2022, Then I want to cover your unboxing experience at my YouTube Channel.
Please DM if you are interested! ",,,,
@etshandi,Etshandi,24 Apr 2022,Ole ngono yakwetu? I want to steal his iPhone and sell  it so I buy my things. ,1,1,2,
@pevitajawa,PetitBiscuit,24 Apr 2022,"Me : Hun I want to  buy an iphone , he said : hapemu loh wes enem meh go opo meneh edan po kw wkwkwkwkwk ",,,,
@Taxcollector290,Tax Collector| Farmer,24 Apr 2022,Girls... Those boyfriends of yours are more generous than those guys on the Green App taking advantage of you cos of their selfish giveaways. The reality of Life is more than i want to  buy  iPhone 20. #Olojukokoro ,,,,
@MrOdanz,Kelvin Odanz,24 Apr 2022,@DurojaiyeSegun and and @akosdahthird ,1,,10,
@babynative69,G i,24 Apr 2022,@pulte ,,,,
@pinkkitty222,m ,,24 Apr 2022,i want your guys opinion but please be honest so my iphone have been dying and i want to  buy a new iphone . i’m 14 and my parents won’t buy me one and i’m willing to pay from my saying but the iphone will be a used phone so should is it embarrassing that i will have a used phone? ,,,
@beesahludba,SCREWDRIVER,23 Apr 2022,@sparkless254 ,1,,,
@MERLIN_OF_IB,MERLINOF IBADAN,23 Apr 2022,@maajinknk ,,,,
@ronakachumbali,Aunty kachumbali,23 Apr 2022,@AbsaUganda ,1,,1,
@iamAzharAli_786,Azhar Ali,23 Apr 2022,"I want to  buy the iPhone 13/13 mini in India bcz I’m sticking with my iPhone SE 1st gen since 2017
So it’s a humble request @tim_cook  @Apple make it affordable here for at least the middle class like me! ",,,,
@Arike_Miii,Ola_,22 Apr 2022,GOD this my second tweet. I want to  buy  IPHONE  ,,,,
@GentiilmanBilli,BillionaireDesigner,22 Apr 2022,@mrfunny____ ,1,,1,
@Mobola_Romzy,Mobola,22 Apr 2022,@mbachidi3 and and @MkoTheComedian ,,,,
@DeejarhculturFP,Anty mummy JC,22 Apr 2022,I want to  buy an iPhone 7 for 15k abeg help me tag a sure phone plug let me patronize them ,,,,
@Hector46970546,Hector,22 Apr 2022,@mbachidi3 ,,,,
@butterflytzdx,`yang,22 Apr 2022,so uhm i want to  buy a new phone but im confused if should i go for iphone orr stay on android idk which is worth it ,,,,
@adicalifornia,adi,22 Apr 2022,I wanna buy the new vans but I’m getting an iPhone 13 pro max I need to decide what I want to spend my money on ,,,,
@Leopolitan_,leo! (FIRST olliefrog stan),22 Apr 2022,i want to  buy an iphone just for the blue text bubbles. ,,,,
@loifeves,jae,21 Apr 2022,perfect timing since i want to  buy a new phone case then i checked it sa shopee pero iphone lang available ,,,,
@cupids4hi,kee magbabalik next year,21 Apr 2022,I want to  buy  iphone .... ,,,,
@jigeumjana,Zana is selesema,19 Apr 2022,Aahhh I want to  buy ryujin cinderella case and semua for iPhone this is so sad ,,,,
@sabstweets_,Sabrina,18 Apr 2022,Lads I might have come across the most outrageous sustainability/greenwashing scam yet... I spent ££££ on a new iphone just to find out it comes without a USB charging adapter to 'safe packaging'... now just have to buy one separately if I want to use the cable!! ,,,,
@shystarfallplus,shy,18 Apr 2022,"man I want to use iphone face tracking for my model, but I wish I had an excuse to buy an iphone X when i got an iphone 7 as a hand-me-down that works fine... ",,,,
@PRELORmp3,EFFY,18 Apr 2022,"i want to do a mini job to make some money , so i can buy myself an iphone because i need a new phone - but i legally CAN'T go work at the moment because i have a doctors note saying that i'm sick , so i don't have to go to school until the end of the school year .... ",,,,
@babynative69,G i,18 Apr 2022,I want to  buy an iPhone but I don't have enough money :( ,,,,
@ArewaTwiter,Arewa Twittér,18 Apr 2022,@Pengpappi_xo and and @AMatshukudu ,1,,2,
@nimaaden5,nimaaden,18 Apr 2022,@Apple ,1,,3,
@Jayecane,JAYE CANE,17 Apr 2022,I want to  buy you a iPhone 13 pro max and send you $1500 ,,,,
@mabtar_eth,M1,17 Apr 2022,@veve_official why can’t i buy a drop that didn’t sell out. When are you gonna fix this issue @ecomi_rhys ? I want to support @Mattgondek but i can’t because for some reason i’m blacklisted from getting drops on my iphone . ,,,,
@frathrryluvr,nina | HSLOT2023,17 Apr 2022,i want to  buy the iphone xs max. anyone has it? ,,,,
@SleeeepyEz,Not Lazy,17 Apr 2022,@yumegatawri ,,,2,
@yumegatawri,Gav,17 Apr 2022,@SleeeepyEz ,1,,1,
@GuruBanakar,Gururaj Banakar,16 Apr 2022,@Apple ,,,1,
@yzkBBqzc2F9gMCg,Vみわみわ,15 Apr 2022,"I want to see Lady Gaga’s show.Where can I buy the same-day ticket? iPhone に表示して、１０人以上の店員さんに聞きまくり歩きまくり
辿り着いた生ガガ様♡
最高でした。楽しかった〜
今日は準備バンタンで行きまーす ",,,16,
@leo_aristodemou,Leonidas Aristodemou,15 Apr 2022,"@AppleSupport hi, i want to  buy the iphone13 with the iphone upgrade program in the UK as a gift to my wife. ",,,,
@mwale_pius_e,Mwale Pius Elvis,15 Apr 2022,One of the reasons I want to  buy an iphone  ,,1,3,
@iam_harryy,.,15 Apr 2022,@DiianaD_ ,,,,
@akilop27,akilop27,15 Apr 2022,@DrallNFT ,1,,,
@Vivikupa,Breath Of Fresh Air,15 Apr 2022,@mister_ade5 ,,,,
@TweetsOfSumit,Sumit Kumar,15 Apr 2022,"I just wanted to buy my first Android phone ever and looked at the Pixel. Luckily, @MKBHD just dropped this so I will get the @Samsung S21 instead. I'm not switching from an iPhone but *someone* *somewhere* is working on an Android app I want to test ",3,,10,
@Valknoemias,don Julián,15 Apr 2022,@MKBHD ,,,,
@gozelorg,Emre,14 Apr 2022,"Sometimes I want to  buy a new iPhone . Then I remember I’m really happy with my iPhone X. Also, iPhone prices are very high in Turkey. ",,,,
@aprilwalayaar,Abhishek Sharma,14 Apr 2022,@Jayecane ,,,,
@Gidado_AI,Abdulrahman Gidado,14 Apr 2022,@Nasir_umar19 ,1,,,
@Markandpreston,Marc Atallah,14 Apr 2022,@anssar__ and and @Velmuruganftw ,,,,
@marcvl,marcvl,14 Apr 2022,"Given China’s unlimited  friendship with Russia, I’m not sure if I want to  buy another China-made iPhone . It just feels wrong. @Apple  @tim_cook  #StandWithUkraine  @Kasparov63  @KyivIndependent  @ZelenskyyUa ",,,,
@chrisphin,Christopher Phin,14 Apr 2022,@LynnesnpR ,,,,
@gotsvnteen,pia ☺︎,14 Apr 2022,"i want to sell my phone and buy another bec that new iPhone green one is so pretty but I’m too lazy to transfer pics and other stuff plus what if I forgot to close all the friends to lovers, angst, 100k words fics I have in my 100+ ao3 tabs and the new owner sees it ",,,,
@youngkingqts,Young King,13 Apr 2022,@mumslast ,1,,,
@Marleigh001,Marleigh,13 Apr 2022,"Okay I am tired of android, I want to go back iOS, who go buy me iphone like this ",,,,
@RaviTMG48,Ravi Tamang,12 Apr 2022,@CStar_OW ,,,,
@idaluvi,hana,12 Apr 2022,man i want to  buy an iphone so bad now ,,,,
@VDriper,veeney driper,11 Apr 2022,"If you really hate your life, give me you kidney . I want to  buy  iphone 11 ",,,,
@rick_kay_,Ricky,11 Apr 2022,I don’t pay resell just as a principle but for our wedding party my wife implored that I buy one of my grails… I want to post an iPhone pic so bad but we got pro photos coming soon so I’ll wait but I don’t wanna haha ,,,,
@saher10rafi,saher,11 Apr 2022,i want to  buy  iphone 11 or 13 but I’m bothered that the models are odd numbers not even numbers y’all feel me ,,,,
@BlindFury_5428,Jamie,11 Apr 2022,@invisiblegirl99 ,1,,4,
@imisi_coker,Godsmasterpiece,10 Apr 2022,"Our children will be like, ""mummy, I want to  buy an iPhone 52pro"" ",,,,
@SholzOfficial,Sholz da Oxygen,10 Apr 2022,@daud_abdulazeez and and @Naija_PR ,,,3,
@yoonpthy,nila ⁷,10 Apr 2022,i want to  buy a new phone and I was thinking whether I should buy an iphone or samsung but now after I saw all the concert photos taken with samsungs... samsung it is ,,,,
@iamtnmy,Mr olubunmi,10 Apr 2022,@gozey_homes and and @IamOhmai ,15,1,33,
@SulaimanN01,SulaimanNasiruddin.,10 Apr 2022,"""Imposibble"" laa kan kau kerja keras bermatian apa semua tiada niat mau ""selfreward"" mau beli apa yang kau minat, ""like I want to  buy an iphone 12promax"" tpi bila fikir balik soal kominment and ada family yang mau dijaga terpaksa la tangguh niat tu semua, i feel you pain bruh ! ",,,,
@patient__trader,Patient Trader,10 Apr 2022,"My friend called me day before yesterday and said - I want to  buy a phone so which phone I should buy ? I'm thinking to buy  iPhone around 1.3 Lac.
I told her no need to buy phone as you already have a phone of price 50k. 
But she purchased that phone yeaterday. ",,,,
@IzahFeeling,Event Horizon bitchhh (3am Edition),9 Apr 2022,Can someone share with me any side hustles out there?! I am super broke! I want to  buy an iPad and an iPhone 12 so badddd ,,,,
@phunmarley,Phun Marley,8 Apr 2022,"As a lady, if the things you could ask from ur man while dating  is, babe i want to change my Wardrobe, i want to fix my hair, i need you to get me an iphone , take me for shopping, i want to  buy ice cream, i need you to buy me body cream and soap, ",,,,
@_omboyjoreenn,ًjo.,8 Apr 2022,"last 2019, i want to  buy an iphone kaya nag sideline ako kay mama ng photo printing and encoding for how many monthsss, kaya nakabili ako ng iphone ko sa sariling perang pinaghirapan ko ",,,,
@HARBEEBULLAH_A,Harbeebullah,8 Apr 2022,@mrfunny____ ,,,,
@iamcharlievibez,CHARLIEVIBEZ Tv,7 Apr 2022,@RealVersatile and and @MathieuSzn_ ,,,,
@ZigwanaSimon,Don Zigwana Simon Patrick,7 Apr 2022,"In phone iPhone rule,,,,,, in wireless speakers which brand is second one..not first which sold in uganda I want to  buy one ",,,,
@Sidra2shah,sidrat ul muntaha jaffri,6 Apr 2022,If you are depressed and wanna to die.... Give me your kidney I want to  buy  Iphone badly mein suraah Fateh prhongi ,,,,
@raghu_cc,Raghu,6 Apr 2022,@jeffericson and and @stevegraham ,2,1,,
@berozgaarhoo,Mumbaicha_engineer,6 Apr 2022,"Hey @Apple  i want to  buy a new iphone with the help my current phone , how should I proceed ahead ",1,,,
@carl59927690,carl,6 Apr 2022,@Jayecane ,,,2,
@znickerhead,Znickerhead,6 Apr 2022,@Silver_x86 @jmwilt21 and 2 others ,,,,
@muhammadkhanbu5,Muhammad buzdar,6 Apr 2022,"@elonmusk can you give my 50 bucks, i want to  buy an iPhone ",,,,
@LDBurnett,L.D. Burnett,6 Apr 2022,"want to buy a digital camera that will take good pictures. no, i don't want to use my iphone . i want to use a camera w/ a viewfinder. point and shoot is fine. just the kind of camera you'd take on vacation to Europe or Alaska to take pics and get a few printed as 10x14s or smth ",,,,
@justinloyalstan,Wiki SAW JUSTIN || WILL SEE BEYONCÉ 110,5 Apr 2022,Can Apple drop their new phone???? I want to  buy the pink iPhone 13 bc then the prices can drop and it will be cheaper ,,,,
@CreasySnipez,Are You Dumb ?!?,5 Apr 2022,Life really be throwing curves at you my phone been fine all this time soon as I mention I want to  buy a new iPhone my phone breaks lol shit crazy but whatever ,,,,
@G0DIZGYU,ianna,5 Apr 2022,will let the rich carats buy the iphone if ever they will release a limited edition one i just changed my phone and i want to attend a live concert so ,,,,
@Autiqueering,Autiqueering,5 Apr 2022,"You want to sell your kidney to buy an iPhone , I want to sell my kidney to be able to buy paperback of Leslie Feinberg's Stone Butch Blues, we are not the same. ",,,,
@TilakBonthu,Tilak,4 Apr 2022,I want to win iphone actually it is my dream phone which I can't spend to buy  @getloconow ,,,,
@M_Azeem6890,azeem,4 Apr 2022,@_arorarohit_ ,1,,,
@chartadata,chart data,4 Apr 2022,I want to  buy clothes but I can't cause I want to  buy an iphone for my birthday. ,,,,
@SairaIYI,Saira,2 Apr 2022,"I am not tall and handsome, I am fat but still i want to be your boyfriend, and can buy you iPhone mobile set.

Guess who??? ",,,,
@profuse_,𝕯𝖔𝖗𝖆𝖊𝖒𝖔𝖓,2 Apr 2022,"If you really hates your life 
give me your kidney I want to  buy  iPhone 13 pro max ",,,,
@Leootighi,leoflexzy,1 Apr 2022,@Irebamiolakanm1 ,1,,,
@LakshayBatra14,Lakshay Batra,1 Apr 2022,@geekabhishek_ ,,,,
@genericpanic,Wednesday,1 Apr 2022,@shitshowdotinfo ,1,,1,
@louisewesthead,♡LouLou♡,31 Mar 2022,"Can anyone help me? 

What can I do or buy to transfer all my iPhone pics and videos somewhere?? I have 27,000 on my album & my anxiety is through the roof with it It's also all pics & videos that I want to keep forever..so help a gal out guys, fire me over some ideas ",,,,
@Hizmerzy,Reverend Bro,31 Mar 2022,I want to  buy  iphone 13 bt is only delivery fee i have ,,,,
@FixTechStuff1,FixTechStuff,31 Mar 2022,@FixTechStuff1 and and @hackaday ,,,,
@FerPutallaz,Fernando Putallaz,30 Mar 2022,@SattarFalahati ,,,1,
@mobolaji_noble,Mobolaji Noble,30 Mar 2022,@emmargesolution ,,,,
@dimpleminkoo,snow ia,30 Mar 2022,someone send cash. i want to  buy the iphone xr already. ,,,,
@Daflexer4,Daflexer,30 Mar 2022,@lawrenx_ ,2,,1,
@_Manddie,Peaches,30 Mar 2022,"Okay, I changed my mind. It's iPhone 12 I want to  buy . 430k ",,,,
@Eidbigwin21,vivitt,30 Mar 2022,@Eidbigwin21 and and @Jayecane ,,,,
@slaytalia4pres,natalia da chicago kid,30 Mar 2022,@jslayys ,,,,
@StrawberryDiar3,Strawberry Diaries,30 Mar 2022,"I want a new mic, a 2nd monitor (in 4k), an iPhone , and more! So much stuff I want to  buy ! Why are my hobbies so expensive? OTL ",,,,
@sockdeluxe,mr d'luxo,29 Mar 2022,Might tell my dad that i want to use my money from my scholarship to buy the new iphone SE ,1,,3,
@Foknbonch1,Bonch,29 Mar 2022,I want to ask why IPhone Users  Always Carry their Charger along even if they're going to buy Waakye ? ,,,,
@folyqe,,29 Mar 2022,speaking of which im gonna look into iphone 12/13 mini prices because i want to  buy one ,,,,
@anonymoush2o_,anon,29 Mar 2022,"i have to buy laptop, i want to have an iphone so please STOP PURCHASING HAHHAAHAHHAHAHAHAHAHA ",,,,
@__zuggy,Zuggy,29 Mar 2022,@vibes__N ,,,,
@official_ganja,The Official Ganja,28 Mar 2022,When I want to  buy the latest  #iPhone  my bank balance to Me #Slaps ,1,,,
@00ocIock_,𝑎𝑟𝑖𝑎⁹ // 𝑚𝑒𝑒𝑡 𝑚𝑒 𝑎𝑡 𝑚𝑖𝑑𝑛𝑖𝑔ℎ𝑡,27 Mar 2022,"i want to  buy a new iphone , airpods, daddy yankee tour tickets, more kpop albums, tom ford’s lost cherry and i’m so fucking pOOR ",,,,
@zakiy_s,Renziski,27 Mar 2022,@BenGeskin ,1,,,
@Balmain,Balmain,,"Revivez la collection #BALMAINFW23 d'Olivier Rousteing.
Des ornements scintillants, des bustiers sculpturaux et des nœuds magnifiés ont fermé le défilé Automne-Hiver 2023, déjà considéré comme un tournant dans l'héritage de la Maison. ",,1,18,221K
@Brian_Teekay,Brian®,26 Mar 2022,@MyiStoreSA what documents will I need if I want to  buy  iPhone 11pro Max on a contract? ,,,,
@teuzenscity,annur,25 Mar 2022,From i want to  buy  iphone to samsung real quick shshshs ,,,,
@Keetarpist,प्रteek,25 Mar 2022,@AxisBankSupport I am having Axis Flipkart card for over a year with a meagre limit of 37k. I want to  buy  iphone and a laptop. What to do? I have 3x limits on other cards plus they are ltf too. ,,,,
@heavenlystairs,unseen thing,24 Mar 2022,"I want to  buy new iPhone 11 but that 30k difference, I no get am. ",,,,
@ME1223D,Gavin Durbin,24 Mar 2022,@ME1223D and and @VerdeSelvans ,1,,1,
@quackybubblesr,laura,24 Mar 2022,My phone is acting up. I want to  buy an iPhone and leave Android for good. But I only have half the money for an iPhone 11. This is sad. ,,,,
@Blindspot_001,ABOY IS NO ONE,23 Mar 2022,@Mbahdeyforyou ,,,,
@JlMlCN,anya,23 Mar 2022,@daintysuit ,2,,,
@Lilmonsteru,noel,22 Mar 2022,"When buying new phones, I always consider buying an IPhone but I always end up not buying them Most of the time I want to  buy an IPhone is just because of its looks. Nothing more syala kase tingnan hahahaha especially yung 13 Pro max WAAAAH ",,,,
@dreychino,dreychino,22 Mar 2022,@sisi_alagboeko ,2,,,
@cyangalaxy_,Cyan,22 Mar 2022,@Dankmemes_420 and and @Podel_irl ,,,,
@gclover34,2023 new year still tired,20 Mar 2022,Let’s say i want to  buy a new iPhone cuz I’ve got the 7 which is old. Which newer one is better? And no I’m not buying anything other than iPhone ,,,,
@Balmain,Balmain,,"Revivez le défilé Balmain Automne-Hiver 2023, mettant en lumière le savoir-faire de la Maison et le ""New French Style"" signé Monsieur Balmain. #BALMAINFW23 ",,6,19,210.2K
@beete__lamhein,,20 Mar 2022,"More than iPhone , I want to  buy a Samsung flagship atleast once in my life. ",,,,
@eepybunx,ptolemaea,20 Mar 2022,"Things i want to do if i get the job:
— go to a few food places i found with my family
— get better internet speed
— get ur and moms hair done in an hairdresser
— save at least 2k every month so i can buy a new iphone — buy mom sneaker
Might add things to this list later ",,,,
@KSamcy,SAmuel,19 Mar 2022,I want to  buy  iPhone 7pro max ,,,,
@cinematiclibrty,Pavan,19 Mar 2022,I use OnePlus 6t ass Android Phone and I want to  buy an iPhone more than ever. People say Android is better only because they can't afford an iPhone . ,1,,,
@enhle_madlams,IG:mbarliegh_dlamini,18 Mar 2022,@StandardBankZA ,,,,
@fallen_icarus_,King Icarus ☪︎,18 Mar 2022,@umarnawazkhan21 and and @iamghaire ,1,,1,
@its_ozahir,Ozahir Maqsood,17 Mar 2022,If you really hate your life give me your kidney I want to  buy  iPhone 13 Pro. ,,,,
@VerdeSelvans,Bradley,17 Mar 2022,@odybeatfanN95 ,2,,3,
@debrat2k,CreativeBrand,17 Mar 2022,"I want to use Iphone na 20K dey my account, which one i fit buy ? ",,,,
@henzy_lb,the ghetto experience,17 Mar 2022,"Anyone with a spare k15,000, i want to  buy a good iPhone bapusa maningi bamambala ",,,,
@prodbysaintah,𝐕𝐀𝐂𝐊𝐘,17 Mar 2022,"I have $1 and 145 Bond. I want to  buy an @apple  @iphone  , buy a @Tesla car and build a big house on top of a hill. So i you see me quiet, PLEASE LEAVE ME ALONE. 
Ndenge ndichi Deepisa ",,,,
@tdobsh,ｔ,17 Mar 2022,"i want to HAVE the green iphone but
i don't want to BUY the green iphone ",,,,
@Lenexyyy,Lenexy ✧,16 Mar 2022,@Katsumithefox ,1,,1,
@Fola_kemmie,OmoEmi,16 Mar 2022,"Please I hate trouble,I don't like having issues with people that's why I'm always on my lane on this app
I said I want to  buy  iPhone 13 because of the speaker some of you that poverty has sink and sunk into your life your angry that I want buy phone just because of speaker ",,,,
@Yemi_Stone,Yemi,16 Mar 2022,@davido ,,,,
